"scientificName_original","site","endemic","scientificName_cleaned","genus","species","scientificName_parsed","class","order","valid_AphiaID"
"Limanda limanda","Wadden Sea ",,"Limanda limanda","Limanda","limanda","Limanda limanda","Actinopteri","Pleuronectiformes",127139
"Liparis liparis","Wadden Sea ",,"Liparis liparis","Liparis","liparis","Liparis liparis","Actinopteri","Perciformes",127219
"Liparis montagui","Wadden Sea ",,"Liparis montagui","Liparis","montagui","Liparis montagui","Actinopteri","Perciformes",127220
"Lipophrys pholis","Wadden Sea ",,"Lipophrys pholis","Lipophrys","pholis","Lipophrys pholis","Actinopteri","Blenniiformes",126768
"Liza aurata","Wadden Sea ",,"Liza aurata","Liza","aurata","Liza aurata","Actinopteri","Mugiliformes",1044127
"Liza ramada","Wadden Sea ",,"Liza ramada","Liza","ramada","Liza ramada","Actinopteri","Mugiliformes",1042830
"Lophius piscatorius","Wadden Sea ",,"Lophius piscatorius","Lophius","piscatorius","Lophius piscatorius","Actinopteri","Lophiiformes",126555
"Maurolicus muelleri","Wadden Sea ",,"Maurolicus muelleri","Maurolicus","muelleri","Maurolicus muelleri","Actinopteri","Stomiiformes",127312
"Melanogrammus","Wadden Sea ",,"Melanogrammus",,,,,,
"aeglefinus","Wadden Sea ",,"aeglefinus",,,,,,
"Merlangius merlangus","Wadden Sea ",,"Merlangius merlangus","Merlangius","merlangus","Merlangius merlangus","Actinopteri","Gadiformes",126438
"Merluccius merluccius","Wadden Sea ",,"Merluccius merluccius","Merluccius","merluccius","Merluccius merluccius","Actinopteri","Gadiformes",126484
"Micromesistius poutassou","Wadden Sea ",,"Micromesistius poutassou","Micromesistius","poutassou","Micromesistius poutassou","Actinopteri","Gadiformes",126439
"Microstomus kitt","Wadden Sea ",,"Microstomus kitt","Microstomus","kitt","Microstomus kitt","Actinopteri","Pleuronectiformes",127140
"Mola mola","Wadden Sea ",,"Mola mola","Mola","mola","Mola mola","Actinopteri","Tetraodontiformes",127405
"Molva molva","Wadden Sea ",,"Molva molva","Molva","molva","Molva molva","Actinopteri","Gadiformes",126461
"Mullus barbatus","Wadden Sea ",,"Mullus barbatus","Mullus","barbatus","Mullus barbatus","Actinopteri","Mulliformes",126985
"Mullus surmelutus","Wadden Sea ",,"Mullus surmelutus","Mullus","surmelutus","Mullus surmelutus","Actinopteri","Mulliformes",126986
"Mustelus mustelus","Wadden Sea ",,"Mustelus mustelus","Mustelus","mustelus","Mustelus mustelus","Elasmobranchii","Carcharhiniformes",105822
"Myoxocephalus scorpius","Wadden Sea ",,"Myoxocephalus scorpius","Myoxocephalus","scorpius","Myoxocephalus scorpius","Actinopteri","Perciformes",127203
"Nerophis lumbriciformis","Wadden Sea ",,"Nerophis lumbriciformis","Nerophis","lumbriciformis","Nerophis lumbriciformis","Actinopteri","Syngnathiformes",127383
"Onchorhynchus mykiss","Wadden Sea ",,"Onchorhynchus mykiss","Onchorhynchus","mykiss","Onchorhynchus mykiss","Actinopteri","Salmoniformes",127185
"Osmerus eperlanus","Wadden Sea ",,"Osmerus eperlanus","Osmerus","eperlanus","Osmerus eperlanus","Actinopteri","Osmeriformes",126736
"Pagellus acarne","Wadden Sea ",,"Pagellus acarne","Pagellus","acarne","Pagellus acarne","Actinopteri","Eupercaria incertae sedis",127057
"Pagellus bogaraveo","Wadden Sea ",,"Pagellus bogaraveo","Pagellus","bogaraveo","Pagellus bogaraveo","Actinopteri","Eupercaria incertae sedis",127059
"Pagellus erythrinus","Wadden Sea ",,"Pagellus erythrinus","Pagellus","erythrinus","Pagellus erythrinus","Actinopteri","Eupercaria incertae sedis",127060
"Parablennius gattorugine","Wadden Sea ",,"Parablennius gattorugine","Parablennius","gattorugine","Parablennius gattorugine","Actinopteri","Blenniiformes",126770
"Perca fluviatilis","Wadden Sea ",,"Perca fluviatilis","Perca","fluviatilis","Perca fluviatilis","Actinopteri","Perciformes",151353
"Petromyzon marinus","Wadden Sea ",,"Petromyzon marinus","Petromyzon","marinus","Petromyzon marinus","Petromyzonti","Petromyzontiformes",101174
"Pholis gunellus","Wadden Sea ",,"Pholis gunellus","Pholis","gunellus","Pholis gunellus","Actinopteri","Perciformes",126996
"Phrynorhombus norvegicus","Wadden Sea ",,"Phrynorhombus norvegicus","Phrynorhombus","norvegicus","Phrynorhombus norvegicus","Actinopteri","Pleuronectiformes",293018
"Platichthys flesus","Wadden Sea ",,"Platichthys flesus","Platichthys","flesus","Platichthys flesus","Actinopteri","Pleuronectiformes",127141
"Pleuronectes platessa","Wadden Sea ",,"Pleuronectes platessa","Pleuronectes","platessa","Pleuronectes platessa","Actinopteri","Pleuronectiformes",127143
"Pollachius pollachius","Wadden Sea ",,"Pollachius pollachius","Pollachius","pollachius","Pollachius pollachius","Actinopteri","Gadiformes",126440
"Pollachius virens","Wadden Sea ",,"Pollachius virens","Pollachius","virens","Pollachius virens","Actinopteri","Gadiformes",126441
"Pomatoschistus lozanoi","Wadden Sea ",,"Pomatoschistus lozanoi","Pomatoschistus","lozanoi","Pomatoschistus lozanoi","Actinopteri","Gobiiformes",126925
"Pomatoschistus microps","Wadden Sea ",,"Pomatoschistus microps","Pomatoschistus","microps","Pomatoschistus microps","Actinopteri","Gobiiformes",126927
"Pomatoschistus minutus","Wadden Sea ",,"Pomatoschistus minutus","Pomatoschistus","minutus","Pomatoschistus minutus","Actinopteri","Gobiiformes",126928
"Pomatoschistus pictus","Wadden Sea ",,"Pomatoschistus pictus","Pomatoschistus","pictus","Pomatoschistus pictus","Actinopteri","Gobiiformes",126930
"Psetta maxima","Wadden Sea ",,"Psetta maxima","Psetta","maxima","Psetta maxima","Actinopteri","Pleuronectiformes",127149
"Pterycombus brama","Wadden Sea ",,"Pterycombus brama","Pterycombus","brama","Pterycombus brama","Actinopteri","Scombriformes",126785
"Pungitius pungitius","Wadden Sea ",,"Pungitius pungitius","Pungitius","pungitius","Pungitius pungitius","Actinopteri","Perciformes",126507
"Raja clavata","Wadden Sea ",,"Raja clavata","Raja","clavata","Raja clavata","Elasmobranchii","Rajiformes",105883
"Raniceps raninus","Wadden Sea ",,"Raniceps raninus","Raniceps","raninus","Raniceps raninus","Actinopteri","Gadiformes",126442
"Remora remora","Wadden Sea ",,"Remora remora","Remora","remora","Remora remora","Actinopteri","Carangiformes",126853
"Rutilus rutilus","Wadden Sea ",,"Rutilus rutilus","Rutilus","rutilus","Rutilus rutilus","Actinopteri","Cypriniformes",154333
"Salmo salar","Wadden Sea ",,"Salmo salar","Salmo","salar","Salmo salar","Actinopteri","Salmoniformes",127186
"Salmo trutta","Wadden Sea ",,"Salmo trutta","Salmo","trutta","Salmo trutta","Actinopteri","Salmoniformes",127187
"Sardina pilchardus","Wadden Sea ",,"Sardina pilchardus","Sardina","pilchardus","Sardina pilchardus","Actinopteri","Clupeiformes",126421
"Scomber japonicus","Wadden Sea ",,"Scomber japonicus","Scomber","japonicus","Scomber japonicus","Actinopteri","Scombriformes",127022
"Scomber scombrus","Wadden Sea ",,"Scomber scombrus","Scomber","scombrus","Scomber scombrus","Actinopteri","Scombriformes",127023
"Scomberesox saurus","Wadden Sea ",,"Scomberesox saurus","Scomberesox","saurus","Scomberesox saurus","Actinopteri","Beloniformes",126392
"Scophthalmus rhombus","Wadden Sea ",,"Scophthalmus rhombus","Scophthalmus","rhombus","Scophthalmus rhombus","Actinopteri","Pleuronectiformes",127150
"Scyliorhinus caniculus","Wadden Sea ",,"Scyliorhinus caniculus","Scyliorhinus","caniculus","Scyliorhinus caniculus","Elasmobranchii","Carcharhiniformes",105814
"Scyliorhinus stellaris","Wadden Sea ",,"Scyliorhinus stellaris","Scyliorhinus","stellaris","Scyliorhinus stellaris","Elasmobranchii","Carcharhiniformes",105815
"Sebastes marinus","Wadden Sea ",,"Sebastes marinus","Sebastes","marinus","Sebastes marinus","Actinopteri","Perciformes",151324
"Serranus cabrilla","Wadden Sea ",,"Serranus cabrilla","Serranus","cabrilla","Serranus cabrilla","Actinopteri","Perciformes",127041
"Solea solea","Wadden Sea ",,"Solea solea","Solea","solea","Solea solea","Actinopteri","Pleuronectiformes",127160
"Spinachia spinachia","Wadden Sea ",,"Spinachia spinachia","Spinachia","spinachia","Spinachia spinachia","Actinopteri","Perciformes",126508
"Spodyliosoma cantharus","Wadden Sea ",,"Spodyliosoma cantharus","Spodyliosoma","cantharus","Spodyliosoma cantharus","Actinopteri","Eupercaria incertae sedis",127066
"Sprattus sprattus","Wadden Sea ",,"Sprattus sprattus","Sprattus","sprattus","Sprattus sprattus","Actinopteri","Clupeiformes",126425
"Squalus acanthias","Wadden Sea ",,"Squalus acanthias","Squalus","acanthias","Squalus acanthias","Elasmobranchii","Squaliformes",105923
"Squatina squatina","Wadden Sea ",,"Squatina squatina","Squatina","squatina","Squatina squatina","Elasmobranchii","Squatiniformes",105928
"Stizostedion lucioperca","Wadden Sea ",,"Stizostedion lucioperca","Stizostedion","lucioperca","Stizostedion lucioperca","Actinopteri","Perciformes",151308
"Symphodus melops","Wadden Sea ",,"Symphodus melops","Symphodus","melops","Symphodus melops","Actinopteri","Eupercaria incertae sedis",273571
"Syngnathus acus","Wadden Sea ",,"Syngnathus acus","Syngnathus","acus","Syngnathus acus","Actinopteri","Syngnathiformes",127387
"Syngnathus rostellatus","Wadden Sea ",,"Syngnathus rostellatus","Syngnathus","rostellatus","Syngnathus rostellatus","Actinopteri","Syngnathiformes",127389
"Syngnathus typhle","Wadden Sea ",,"Syngnathus typhle","Syngnathus","typhle","Syngnathus typhle","Actinopteri","Syngnathiformes",127393
"Taractes asper","Wadden Sea ",,"Taractes asper","Taractes","asper","Taractes asper","Actinopteri","Scombriformes",126786
"Taractichthys longipinnis","Wadden Sea ",,"Taractichthys longipinnis","Taractichthys","longipinnis","Taractichthys longipinnis","Actinopteri","Scombriformes",126788
"Taurulus bubalis","Wadden Sea ",,"Taurulus bubalis","Taurulus","bubalis","Taurulus bubalis","Actinopteri","Perciformes",127204
"Trachinotus ovatus","Wadden Sea ",,"Trachinotus ovatus","Trachinotus","ovatus","Trachinotus ovatus","Actinopteri","Carangiformes",126819
"Trachinus draco","Wadden Sea ",,"Trachinus draco","Trachinus","draco","Trachinus draco","Actinopteri","Perciformes",127082
"Trachurus trachurus","Wadden Sea ",,"Trachurus trachurus","Trachurus","trachurus","Trachurus trachurus","Actinopteri","Carangiformes",126822
"Trigla lucerna","Wadden Sea ",,"Trigla lucerna","Trigla","lucerna","Trigla lucerna","Actinopteri","Perciformes",127262
"Trisopterus esmarki","Wadden Sea ",,"Trisopterus esmarki","Trisopterus","esmarki","Trisopterus esmarki","Actinopteri","Gadiformes",126444
"Trisopterus luscus","Wadden Sea ",,"Trisopterus luscus","Trisopterus","luscus","Trisopterus luscus","Actinopteri","Gadiformes",126445
"Trisopterus minutus","Wadden Sea ",,"Trisopterus minutus","Trisopterus","minutus","Trisopterus minutus","Actinopteri","Gadiformes",126446
"Xiphias gladius","Wadden Sea ",,"Xiphias gladius","Xiphias","gladius","Xiphias gladius","Actinopteri","Carangiformes",127094
"Zeugopterus punctatus","Wadden Sea ",,"Zeugopterus punctatus","Zeugopterus","punctatus","Zeugopterus punctatus","Actinopteri","Pleuronectiformes",127151
"Zeus faber","Wadden Sea ",,"Zeus faber","Zeus","faber","Zeus faber","Actinopteri","Zeiformes",127427
"Zoarces viviparus","Wadden Sea ",,"Zoarces viviparus","Zoarces","viviparus","Zoarces viviparus","Actinopteri","Perciformes",127123
"Gavia stellata","Wadden Sea ",,"Gavia stellata","Gavia","stellata","Gavia stellata","Aves","Gaviiformes",137188
"Gavia arctica","Wadden Sea ",,"Gavia arctica","Gavia","arctica","Gavia arctica","Aves","Gaviiformes",137186
"Tachybaptus ruficollis","Wadden Sea ",,"Tachybaptus ruficollis","Tachybaptus","ruficollis","Tachybaptus ruficollis","Aves","Podicipediformes",148790
"Podiceps cristatus","Wadden Sea ",,"Podiceps cristatus","Podiceps","cristatus","Podiceps cristatus","Aves","Podicipediformes",137182
"Podiceps grisegena","Wadden Sea ",,"Podiceps grisegena","Podiceps","grisegena","Podiceps grisegena","Aves","Podicipediformes",137183
"Podiceps nigricollis","Wadden Sea ",,"Podiceps nigricollis","Podiceps","nigricollis","Podiceps nigricollis","Aves","Podicipediformes",137184
"Fulmarus glacialis","Wadden Sea ",,"Fulmarus glacialis","Fulmarus","glacialis","Fulmarus glacialis","Aves","Procellariiformes",137195
"Phalacrocorax carbo","Wadden Sea ",,"Phalacrocorax carbo","Phalacrocorax","carbo","Phalacrocorax carbo","Aves","Pelecaniformes",137179
"Botaurus stellaris","Wadden Sea ",,"Botaurus stellaris","Botaurus","stellaris","Botaurus stellaris","Aves","Ciconiiformes",345750
"Egretta garzetta","Wadden Sea ",,"Egretta garzetta","Egretta","garzetta","Egretta garzetta","Aves","Ciconiiformes",159115
"Ardea cinerea","Wadden Sea ",,"Ardea cinerea","Ardea","cinerea","Ardea cinerea","Aves","Ciconiiformes",212668
"Ciconia ciconia","Wadden Sea ",,"Ciconia ciconia","Ciconia","ciconia","Ciconia ciconia","Aves","Ciconiiformes",1037305
"Platalea leucorodia","Wadden Sea ",,"Platalea leucorodia","Platalea","leucorodia","Platalea leucorodia","Aves","Ciconiiformes",416678
"Cygnus olor","Wadden Sea ",,"Cygnus olor","Cygnus","olor","Cygnus olor","Aves","Anseriformes",159090
"Cygnus columbianus bewickii","Wadden Sea ",,"Cygnus columbianus bewickii","Cygnus","columbianus","Cygnus columbianus","Aves","Anseriformes",159088
"Cygnus cygnus","Wadden Sea ",,"Cygnus cygnus","Cygnus","cygnus","Cygnus cygnus","Aves","Anseriformes",159089
"Anser fabalis","Wadden Sea ",,"Anser fabalis","Anser","fabalis","Anser fabalis","Aves","Anseriformes",416685
"Anser brachyrhynchus","Wadden Sea ",,"Anser brachyrhynchus","Anser","brachyrhynchus","Anser brachyrhynchus","Aves","Anseriformes",416683
"Anser albifrons","Wadden Sea ",,"Anser albifrons","Anser","albifrons","Anser albifrons","Aves","Anseriformes",159159
"Anser anser","Wadden Sea ",,"Anser anser","Anser","anser","Anser anser","Aves","Anseriformes",416682
"Branta leucopsis","Wadden Sea ",,"Branta leucopsis","Branta","leucopsis","Branta leucopsis","Aves","Anseriformes",159177
"Branta bernicla","Wadden Sea ",,"Branta bernicla","Branta","bernicla","Branta bernicla","Aves","Anseriformes",159175
"Tadorna tadorna","Wadden Sea ",,"Tadorna tadorna","Tadorna","tadorna","Tadorna tadorna","Aves","Anseriformes",232042
"Anas penelope","Wadden Sea ",,"Anas penelope","Anas","penelope","Anas penelope","Aves","Anseriformes",1464521
"Anas strepera","Wadden Sea ",,"Anas strepera","Anas","strepera","Anas strepera","Aves","Anseriformes",159171
"Anas crecca","Wadden Sea ",,"Anas crecca","Anas","crecca","Anas crecca","Aves","Anseriformes",158943
"Anas platyrhynchos","Wadden Sea ",,"Anas platyrhynchos","Anas","platyrhynchos","Anas platyrhynchos","Aves","Anseriformes",148791
"Anas acuta","Wadden Sea ",,"Anas acuta","Anas","acuta","Anas acuta","Aves","Anseriformes",158939
"Anas querquedula","Wadden Sea ",,"Anas querquedula","Anas","querquedula","Anas querquedula","Aves","Anseriformes",1459928
"Anas clypeata","Wadden Sea ",,"Anas clypeata","Anas","clypeata","Anas clypeata","Aves","Anseriformes",1461476
"Aythya marila","Wadden Sea ",,"Aythya marila","Aythya","marila","Aythya marila","Aves","Anseriformes",159172
"Somateria mollissima","Wadden Sea ",,"Somateria mollissima","Somateria","mollissima","Somateria mollissima","Aves","Anseriformes",137074
"Melanitta nigra","Wadden Sea ",,"Melanitta nigra","Melanitta","nigra","Melanitta nigra","Aves","Anseriformes",137073
"Bucephala clangula","Wadden Sea ",,"Bucephala clangula","Bucephala","clangula","Bucephala clangula","Aves","Anseriformes",159197
"Mergus albellus","Wadden Sea ",,"Mergus albellus","Mergus","albellus","Mergus albellus","Aves","Anseriformes",232039
"Mergus serrator","Wadden Sea ",,"Mergus serrator","Mergus","serrator","Mergus serrator","Aves","Anseriformes",159098
"Mergus merganser","Wadden Sea ",,"Mergus merganser","Mergus","merganser","Mergus merganser","Aves","Anseriformes",159097
"Milvus milvus","Wadden Sea ",,"Milvus milvus","Milvus","milvus","Milvus milvus","Aves","Falconiformes",1037320
"Haliaeetus albicilla","Wadden Sea ",,"Haliaeetus albicilla","Haliaeetus","albicilla","Haliaeetus albicilla","Aves","Falconiformes",232053
"Circus aeruginosus","Wadden Sea ",,"Circus aeruginosus","Circus","aeruginosus","Circus aeruginosus","Aves","Falconiformes",558541
"Circus cyaneus","Wadden Sea ",,"Circus cyaneus","Circus","cyaneus","Circus cyaneus","Aves","Falconiformes",159372
"Circus pygargus","Wadden Sea ",,"Circus pygargus","Circus","pygargus","Circus pygargus","Aves","Falconiformes",1037307
"Buteo lagopus","Wadden Sea ",,"Buteo lagopus","Buteo","lagopus","Buteo lagopus","Aves","Falconiformes",159110
"Falco columbarius","Wadden Sea ",,"Falco columbarius","Falco","columbarius","Falco columbarius","Aves","Falconiformes",159152
"Falco peregrinus","Wadden Sea ",,"Falco peregrinus","Falco","peregrinus","Falco peregrinus","Aves","Falconiformes",159153
"Rallus aquaticus","Wadden Sea ",,"Rallus aquaticus","Rallus","aquaticus","Rallus aquaticus","Aves","Gruiformes",416695
"Porzana porzana","Wadden Sea ",,"Porzana porzana","Porzana","porzana","Porzana porzana","Aves","Gruiformes",416693
"Crex crex","Wadden Sea ",,"Crex crex","Crex","crex","Crex crex","Aves","Gruiformes",416690
"Haematopus ostralegus","Wadden Sea ",,"Haematopus ostralegus","Haematopus","ostralegus","Haematopus ostralegus","Aves","Charadriiformes",147436
"Himantopus himantopus","Wadden Sea ",,"Himantopus himantopus","Himantopus","himantopus","Himantopus himantopus","Aves","Charadriiformes",212609
"Recurvirostra avosetta","Wadden Sea ",,"Recurvirostra avosetta","Recurvirostra","avosetta","Recurvirostra avosetta","Aves","Charadriiformes",212721
"Charadrius hiaticula","Wadden Sea ",,"Charadrius hiaticula","Charadrius","hiaticula","Charadrius hiaticula","Aves","Charadriiformes",212619
"Charadrius alexandrinus","Wadden Sea ",,"Charadrius alexandrinus","Charadrius","alexandrinus","Charadrius alexandrinus","Aves","Charadriiformes",212611
"Pluvialis apricaria","Wadden Sea ",,"Pluvialis apricaria","Pluvialis","apricaria","Pluvialis apricaria","Aves","Charadriiformes",159135
"Pluvialis squatarola","Wadden Sea ",,"Pluvialis squatarola","Pluvialis","squatarola","Pluvialis squatarola","Aves","Charadriiformes",159137
"Vanellus vanellus","Wadden Sea ",,"Vanellus vanellus","Vanellus","vanellus","Vanellus vanellus","Aves","Charadriiformes",159142
"Calidris canutus","Wadden Sea ",,"Calidris canutus","Calidris","canutus","Calidris canutus","Aves","Charadriiformes",147433
"Calidris alba","Wadden Sea ",,"Calidris alba","Calidris","alba","Calidris alba","Aves","Charadriiformes",159084
"Calidris ferruginea","Wadden Sea ",,"Calidris ferruginea","Calidris","ferruginea","Calidris ferruginea","Aves","Charadriiformes",159049
"Calidris alpina","Wadden Sea ",,"Calidris alpina","Calidris","alpina","Calidris alpina","Aves","Charadriiformes",159047
"Philomachus pugnax","Wadden Sea ",,"Philomachus pugnax","Philomachus","pugnax","Philomachus pugnax","Aves","Charadriiformes",159046
"Gallinago gallinago","Wadden Sea ",,"Gallinago gallinago","Gallinago","gallinago","Gallinago gallinago","Aves","Charadriiformes",158949
